CustomerID,Name,Age,Gender,City,PurchaseAmount,PurchaseDate,ProductCategory,Purchased in Last 30 Days,,,,,,,,
1204,Jane Smith,50,Female,New York,204.72,02-05-2021,Home Decor,Not Purchased,,,,,,,,
1206,Alex Brown,40,Female,Los Angeles,249.05,03-02-2022,Automobile,Not Purchased,,,,,,,,
1213,Alex Brown,76,Male,Chicago,335.03,19-03-2020,Fashion,Not Purchased,,,,,,,,
1215,Emily White,36,Male,New York,72.54,03-09-2020,Groceries,Not Purchased,,,,,,,,
1224,John Doe,71,Male,Houston,139.7,18-01-2020,Electronics,Not Purchased,,,,,,,,
1226,Jane Smith,25,Other,Los Angeles,921.07,11-11-2022,Home Decor,Not Purchased,,,,,,,,
1234,Alex Brown,44,Other,Houston,893.5,05-07-2023,Automobile,Not Purchased,,,,,,,,
1234,Jane Smith,40,Female,Los Angeles,377.21,12-09-2022,Home Decor,Not Purchased,,,,,,,,
1238,Jane Smith,62,Other,New York,209.17,30-12-2021,Groceries,Not Purchased,,,,,,,,
1249,Emily White,55,Male,Houston,851.02,29-08-2023,Groceries,Not Purchased,,,,,,,,
1249,Jane Smith,64,Female,New York,886.14,30-08-2022,Home Decor,Not Purchased,,,,,,,,
1255,John Doe,78,Male,New York,754.31,24-03-2020,Home Decor,Not Purchased,,,,,,,,
1262,Alex Brown,74,Other,Houston,194.55,22-07-2021,Automobile,Not Purchased,,,,,,,,
1264,Alex Brown,62,Male,Houston,816.92,12-06-2021,Fashion,Not Purchased,,,,,,,,
1276,Jane Smith,19,Female,Los Angeles,379.08,10-08-2023,Fashion,Not Purchased,,,,,,,,
1277,Emily White,27,Other,New York,372.36,26-06-2023,Electronics,Not Purchased,,,,,,,,
1281,Emily White,75,Male,Phoenix,,29-01-2022,Fashion,Not Purchased,,,,,,,,
1282,Alex Brown,62,Other,Los Angeles,325.9,18-11-2023,Home Decor,Not Purchased,,,,,,,,
1285,Emily White,72,Female,Chicago,843.93,15-05-2022,Home Decor,Not Purchased,,,,,,,,
1289,Chris Johnson,48,Male,Los Angeles,995.23,10-09-2022,Electronics,Not Purchased,,,,,,,,
1294,Alex Brown,37,Female,Los Angeles,323.17,09-02-2020,Groceries,Not Purchased,,,,,,,,
1301,Emily White,20,Male,Houston,452.91,28-12-2020,Groceries,Not Purchased,,,,,,,,
1302,John Doe,60,Male,Chicago,596.52,31-08-2021,Groceries,Not Purchased,,,,,,,,
1306,John Doe,40,Female,New York,657.63,25-03-2020,Fashion,Not Purchased,,,,,,,,
1340,Alex Brown,52,Other,Los Angeles,225.06,31-07-2023,Fashion,Not Purchased,,,,,,,,
1340,Emily White,54,Female,Phoenix,741.01,17-04-2021,Electronics,Not Purchased,,,,,,,,
1345,John Doe,54,Female,New York,755.85,27-07-2022,Fashion,Not Purchased,,,,,,,,
1348,Jane Smith,23,Female,Phoenix,928.96,16-11-2023,Home Decor,Not Purchased,,,,,,,,
1362,Alex Brown,42,Male,Phoenix,877.66,21-08-2021,Automobile,Not Purchased,,,,,,,,
1364,Alex Brown,72,Female,Phoenix,348.13,03-09-2020,Home Decor,Not Purchased,,,,,,,,
1374,Emily White,66,Other,Houston,361.39,26-06-2021,Home Decor,Not Purchased,,,,,,,,
1384,Jane Smith,59,Male,Phoenix,209.78,20-01-2022,Fashion,Not Purchased,,,,,,,,
1389,Chris Johnson,71,Other,Phoenix,598.55,18-05-2021,Automobile,Not Purchased,,,,,,,,
1391,Alex Brown,42,Other,Chicago,617.32,30-07-2020,Automobile,Not Purchased,,,,,,,,
1392,Jane Smith,37,Other,New York,508.93,08-10-2022,Fashion,Not Purchased,,,,,,,,
1395,Emily White,20,Other,Los Angeles,946.28,25-04-2021,Home Decor,Not Purchased,,,,,,,,
1406,Jane Smith,55,Male,New York,387.71,19-09-2023,Fashion,Not Purchased,,,,,,,,
1406,Emily White,44,Other,Houston,134.13,22-11-2020,Fashion,Not Purchased,,,,,,,,
1417,Jane Smith,74,Male,Chicago,,11-09-2021,Fashion,Not Purchased,,,,,,,,
1419,John Doe,23,Other,Phoenix,254,02-12-2021,Groceries,Not Purchased,,,,,,,,
1423,Emily White,34,Female,Phoenix,,15-01-2022,Home Decor,Not Purchased,,,,,,,,
1442,Jane Smith,,Other,Houston,,28-02-2022,Home Decor,Not Purchased,,,,,,,,
1448,John Doe,74,Male,Houston,859.43,19-06-2023,Fashion,Not Purchased,,,,,,,,
1459,Emily White,39,Other,New York,863.68,03-09-2023,Fashion,Not Purchased,,,,,,,,
1475,Emily White,33,Female,Houston,115.94,13-04-2020,Groceries,Not Purchased,,,,,,,,
1475,Alex Brown,40,Female,Los Angeles,,21-01-2023,Home Decor,Not Purchased,,,,,,,,
1481,John Doe,29,Other,Houston,358.94,20-11-2023,Groceries,Not Purchased,,,,,,,,
1482,Emily White,55,Other,New York,461.05,12-06-2023,Electronics,Not Purchased,,,,,,,,
1489,Alex Brown,76,Other,Chicago,987.01,13-05-2023,Fashion,Not Purchased,,,,,,,,
1489,John Doe,77,Other,Phoenix,581.02,07-09-2022,Groceries,Not Purchased,,,,,,,,
1502,Jane Smith,59,Female,Chicago,270.19,30-06-2021,Home Decor,Not Purchased,,,,,,,,
1504,John Doe,44,Other,New York,494.29,15-09-2021,Electronics,Not Purchased,,,,,,,,
1504,Chris Johnson,44,Other,Los Angeles,212.22,14-02-2022,Groceries,Not Purchased,,,,,,,,
1525,Jane Smith,64,Other,Phoenix,467.91,29-03-2021,Home Decor,Not Purchased,,,,,,,,
1526,Alex Brown,35,Other,Los Angeles,49.72,11-03-2023,Electronics,Not Purchased,,,,,,,,
1526,Emily White,79,Female,Houston,469.18,21-07-2021,Home Decor,Not Purchased,,,,,,,,
1529,Jane Smith,79,Other,Houston,647.2,15-01-2020,Electronics,Not Purchased,,,,,,,,
1529,Emily White,,Other,Los Angeles,526.61,23-12-2021,Automobile,Not Purchased,,,,,,,,
1531,Jane Smith,73,Other,Los Angeles,646.89,28-10-2023,Home Decor,Not Purchased,,,,,,,,
1537,Chris Johnson,54,Female,Houston,304.37,06-10-2022,Groceries,Not Purchased,,,,,,,,
1539,Alex Brown,45,Other,New York,185.84,21-05-2022,Groceries,Not Purchased,,,,,,,,
1541,John Doe,71,Female,Phoenix,20.46,25-06-2023,Groceries,Not Purchased,,,,,,,,
1556,Jane Smith,72,Male,Chicago,468.2,04-01-2020,Automobile,Not Purchased,,,,,,,,
1570,John Doe,21,Other,Los Angeles,41.02,30-01-2022,Fashion,Not Purchased,,,,,,,,
1572,Alex Brown,32,Female,New York,903.13,31-03-2022,Home Decor,Not Purchased,,,,,,,,
1580,Chris Johnson,53,Other,Chicago,110.49,01-10-2023,Fashion,Not Purchased,,,,,,,,
1596,Chris Johnson,75,Other,Houston,331.37,03-05-2021,Fashion,Not Purchased,,,,,,,,
1597,John Doe,77,Female,Houston,719.17,04-11-2020,Automobile,Not Purchased,,,,,,,,
1600,John Doe,77,Female,Houston,931.72,16-12-2021,Automobile,Not Purchased,,,,,,,,
1612,John Doe,73,Male,Los Angeles,863.04,23-11-2022,Automobile,Not Purchased,,,,,,,,
1619,Emily White,20,Female,Phoenix,800.69,20-12-2020,Groceries,Not Purchased,,,,,,,,
1628,Jane Smith,52,Female,Houston,546.62,07-04-2022,Home Decor,Not Purchased,,,,,,,,
1630,Alex Brown,19,Female,New York,760.01,13-03-2020,Automobile,Not Purchased,,,,,,,,
1632,Jane Smith,46,Other,Los Angeles,988.87,01-06-2021,Misc,Not Purchased,,,,,,,,
1634,Chris Johnson,31,Female,Houston,499.96,26-06-2022,Groceries,Not Purchased,,,,,,,,
1635,Chris Johnson,,Other,Chicago,662.25,19-09-2020,Home Decor,Not Purchased,,,,,,,,
1638,Chris Johnson,46,Female,Phoenix,761.18,23-01-2021,Automobile,Not Purchased,,,,,,,,
1645,Jane Smith,33,Male,Houston,371.4,24-02-2023,Automobile,Not Purchased,,,,,,,,
1645,Alex Brown,19,Other,Los Angeles,420.68,08-04-2023,Home Decor,Not Purchased,,,,,,,,
1649,Jane Smith,67,Male,New York,,20-11-2023,Groceries,Not Purchased,,,,,,,,
1660,Alex Brown,28,Other,Chicago,149.43,24-04-2022,Home Decor,Not Purchased,,,,,,,,
1660,Chris Johnson,49,Female,Los Angeles,666.18,24-07-2023,Home Decor,Not Purchased,,,,,,,,
1661,Jane Smith,63,Male,Los Angeles,365.52,20-10-2021,Automobile,Not Purchased,,,,,,,,
1661,John Doe,30,Other,New York,852.27,14-11-2021,Electronics,Not Purchased,,,,,,,,
1661,John Doe,69,Female,Houston,342.75,24-11-2021,Electronics,Not Purchased,,,,,,,,
1663,Emily White,71,Female,New York,518.72,18-03-2021,Fashion,Not Purchased,,,,,,,,
1663,Jane Smith,34,Female,New York,573.13,21-01-2021,Groceries,Not Purchased,,,,,,,,
1667,John Doe,27,Female,Los Angeles,142.22,18-01-2023,Electronics,Not Purchased,,,,,,,,
1669,Jane Smith,50,Female,Los Angeles,890,28-04-2020,Automobile,Not Purchased,,,,,,,,
1671,Emily White,50,Other,Phoenix,471.34,11-07-2023,Home Decor,Not Purchased,,,,,,,,
1671,Jane Smith,78,Other,Los Angeles,795.41,02-06-2022,Groceries,Not Purchased,,,,,,,,
1679,John Doe,75,Female,Houston,357.25,14-11-2020,Electronics,Not Purchased,,,,,,,,
1680,Emily White,24,Female,Houston,219.84,12-12-2020,Home Decor,Not Purchased,,,,,,,,
1685,John Doe,52,Male,Los Angeles,127.97,19-09-2021,Groceries,Not Purchased,,,,,,,,
1685,Emily White,59,Other,Los Angeles,112.51,20-04-2021,Fashion,Not Purchased,,,,,,,,
1686,Chris Johnson,73,Female,Houston,72.44,11-09-2021,Fashion,Not Purchased,,,,,,,,
1687,Alex Brown,26,Other,Chicago,92.33,21-11-2022,Fashion,Not Purchased,,,,,,,,
1688,Alex Brown,22,Male,New York,29.11,15-07-2021,Groceries,Not Purchased,,,,,,,,
1689,Chris Johnson,35,Male,New York,524.07,19-11-2023,Home Decor,Not Purchased,,,,,,,,
1689,Chris Johnson,42,Other,New York,351.6,31-05-2023,Fashion,Not Purchased,,,,,,,,
1692,Chris Johnson,61,Other,Phoenix,653.09,03-07-2022,Electronics,Not Purchased,,,,,,,,
1697,John Doe,-1,Female,Los Angeles,254.99,25-08-2022,Fashion,Not Purchased,,,,,,,,
1698,Emily White,77,Other,Phoenix,156.82,31-12-2022,Fashion,Not Purchased,,,,,,,,
1717,John Doe,59,Male,Phoenix,519.63,20-09-2022,Automobile,Not Purchased,,,,,,,,
1726,John Doe,,Male,Houston,234.29,03-05-2021,Automobile,Not Purchased,,,,,,,,
1726,Chris Johnson,49,Male,Chicago,663.78,14-01-2022,Automobile,Not Purchased,,,,,,,,
1767,John Doe,42,Other,Los Angeles,778.36,20-04-2023,Groceries,Not Purchased,,,,,,,,
1769,Alex Brown,28,Other,New York,945.71,23-08-2022,Groceries,Not Purchased,,,,,,,,
1775,Jane Smith,-1,Male,New York,92.89,05-07-2021,Home Decor,Not Purchased,,,,,,,,
1775,John Doe,47,Other,Chicago,362.53,02-03-2023,Fashion,Not Purchased,,,,,,,,
1780,Alex Brown,47,Other,Los Angeles,933.76,24-07-2023,Electronics,Not Purchased,,,,,,,,
1781,Emily White,48,Other,Los Angeles,590.25,05-02-2020,Groceries,Not Purchased,,,,,,,,
1784,John Doe,55,Other,Chicago,268.23,24-11-2021,Electronics,Not Purchased,,,,,,,,
1785,Jane Smith,63,Male,Los Angeles,554.19,02-06-2023,Misc,Not Purchased,,,,,,,,
1804,Jane Smith,78,Female,Phoenix,969.21,01-06-2021,Automobile,Not Purchased,,,,,,,,
1806,Chris Johnson,64,Other,Los Angeles,22.52,20-08-2021,Automobile,Not Purchased,,,,,,,,
1816,Emily White,20,Male,Houston,449.49,14-08-2022,Automobile,Not Purchased,,,,,,,,
1824,Emily White,64,Other,Houston,719.5,26-12-2021,Fashion,Not Purchased,,,,,,,,
1830,Alex Brown,47,Male,Houston,,02-01-2020,Home Decor,Not Purchased,,,,,,,,
1832,Chris Johnson,29,Male,Houston,592.8,22-12-2023,Home Decor,Purchased,,,,,,,,
1854,Emily White,78,Other,New York,678.39,05-03-2022,Groceries,Not Purchased,,,,,,,,
1863,Jane Smith,30,Male,Houston,597.17,18-07-2022,Groceries,Not Purchased,,,,,,,,
1867,Jane Smith,60,Other,Houston,515.74,02-04-2022,Misc,Not Purchased,,,,,,,,
1874,Jane Smith,66,Female,Chicago,645.32,17-07-2020,Automobile,Not Purchased,,,,,,,,
1876,John Doe,53,Male,Houston,890.1,26-12-2020,Home Decor,Not Purchased,,,,,,,,
1882,Alex Brown,34,Male,Phoenix,55.98,23-07-2020,Groceries,Not Purchased,,,,,,,,
1892,John Doe,32,Female,Chicago,156.86,10-06-2020,Home Decor,Not Purchased,,,,,,,,
1894,Emily White,40,Female,Houston,,15-11-2021,Automobile,Not Purchased,,,,,,,,
1897,Alex Brown,36,Other,Phoenix,621.97,10-08-2021,Fashion,Not Purchased,,,,,,,,
1899,John Doe,66,Female,New York,528.46,30-05-2021,Automobile,Not Purchased,,,,,,,,
1913,John Doe,76,Other,Phoenix,821.15,19-03-2020,Electronics,Not Purchased,,,,,,,,
1917,Chris Johnson,52,Male,Chicago,595.49,04-09-2023,Electronics,Not Purchased,,,,,,,,
1917,John Doe,31,Other,Houston,42.51,26-03-2021,Fashion,Not Purchased,,,,,,,,
1918,Chris Johnson,69,Other,New York,700.17,26-04-2020,Electronics,Not Purchased,,,,,,,,
1919,Jane Smith,65,Male,Chicago,499.37,20-09-2020,Home Decor,Not Purchased,,,,,,,,
1920,Chris Johnson,19,Other,Los Angeles,311.4,05-06-2020,Home Decor,Not Purchased,,,,,,,,
1923,Chris Johnson,51,Male,Phoenix,942.4,20-05-2023,Groceries,Not Purchased,,,,,,,,
1924,Jane Smith,23,Male,Chicago,189.67,10-01-2023,Fashion,Not Purchased,,,,,,,,
1936,Chris Johnson,33,Other,Phoenix,481.04,25-02-2020,Automobile,Not Purchased,,,,,,,,
1943,Emily White,60,Female,Phoenix,154.63,20-01-2023,Electronics,Not Purchased,,,,,,,,
1946,Alex Brown,20,Male,Chicago,60.46,25-08-2020,Electronics,Not Purchased,,,,,,,,
1950,Emily White,51,Other,Los Angeles,193.1,13-03-2022,Fashion,Not Purchased,,,,,,,,
1953,Chris Johnson,37,Other,Los Angeles,586.73,02-10-2020,Home Decor,Not Purchased,,,,,,,,
1954,Chris Johnson,79,Other,Phoenix,146.7,31-10-2023,Misc,Not Purchased,,,,,,,,
1955,Emily White,77,Other,Phoenix,773.6,15-03-2023,Electronics,Not Purchased,,,,,,,,
1956,John Doe,61,Female,Los Angeles,781.41,06-03-2020,Groceries,Not Purchased,,,,,,,,
1963,Alex Brown,61,Female,New York,597.74,11-08-2021,Misc,Not Purchased,,,,,,,,
1966,Emily White,30,Female,New York,272.82,13-10-2022,Automobile,Not Purchased,,,,,,,,
1968,Chris Johnson,68,Female,Chicago,606.61,02-12-2021,Automobile,Not Purchased,,,,,,,,
1972,Jane Smith,71,Female,New York,465.22,02-02-2021,Groceries,Not Purchased,,,,,,,,
1980,John Doe,61,Male,New York,961.31,06-11-2022,Electronics,Not Purchased,,,,,,,,
1984,Emily White,27,Female,New York,710.2,15-03-2020,Home Decor,Not Purchased,,,,,,,,
1987,Chris Johnson,24,Other,Los Angeles,215.81,29-01-2021,Electronics,Not Purchased,,,,,,,,
1989,Emily White,33,Female,Los Angeles,347.9,26-03-2023,Electronics,Not Purchased,,,,,,,,
1990,Alex Brown,36,Female,Houston,853.04,22-04-2023,Home Decor,Not Purchased,,,,,,,,
1991,Emily White,64,Other,New York,616.98,14-04-2021,Home Decor,Not Purchased,,,,,,,,
1992,Jane Smith,26,Female,Chicago,251.22,19-01-2021,Groceries,Not Purchased,,,,,,,,
2000,Jane Smith,32,Male,Los Angeles,647.56,27-05-2022,Electronics,Not Purchased,,,,,,,,
2014,Alex Brown,54,Female,Houston,388.43,15-12-2023,Fashion,Purchased,,,,,,,,
2019,Alex Brown,56,Male,Los Angeles,913.73,29-12-2022,Fashion,Not Purchased,,,,,,,,
2021,John Doe,55,Female,New York,336.43,02-04-2021,Electronics,Not Purchased,,,,,,,,
2029,Emily White,79,Male,New York,163.98,13-02-2022,Home Decor,Not Purchased,,,,,,,,
2050,Jane Smith,27,Female,Los Angeles,971.58,28-10-2021,Home Decor,Not Purchased,,,,,,,,
2058,John Doe,47,Female,New York,414.9,09-12-2023,Electronics,Purchased,,,,,,,,
2060,John Doe,71,Other,Houston,684.72,03-09-2023,Electronics,Not Purchased,,,,,,,,
2062,John Doe,72,Other,Chicago,916.1,16-10-2020,Home Decor,Not Purchased,,,,,,,,
2072,Jane Smith,77,Male,Los Angeles,211.26,14-03-2022,Home Decor,Not Purchased,,,,,,,,
2072,Chris Johnson,58,Other,Houston,26.72,29-10-2022,Home Decor,Not Purchased,,,,,,,,
2077,John Doe,48,Female,Phoenix,187.56,28-07-2020,Home Decor,Not Purchased,,,,,,,,
2080,John Doe,33,Female,Phoenix,788.25,11-03-2022,Groceries,Not Purchased,,,,,,,,
2088,Jane Smith,21,Other,Chicago,565.14,02-05-2020,Home Decor,Not Purchased,,,,,,,,
2098,Chris Johnson,61,Other,Houston,724.7,07-11-2022,Automobile,Not Purchased,,,,,,,,
2098,Alex Brown,19,Female,Chicago,205.32,01-11-2022,Electronics,Not Purchased,,,,,,,,
2104,Emily White,36,Male,Los Angeles,924.24,12-12-2023,Groceries,Purchased,,,,,,,,
2116,Jane Smith,61,Female,Houston,399.01,31-03-2021,Groceries,Not Purchased,,,,,,,,
2124,John Doe,28,Other,Phoenix,683.75,18-04-2020,Home Decor,Not Purchased,,,,,,,,
2130,Jane Smith,78,Male,New York,898.37,21-11-2022,Fashion,Not Purchased,,,,,,,,
2132,Alex Brown,32,Female,Phoenix,319.11,16-01-2023,Home Decor,Not Purchased,,,,,,,,
2136,Jane Smith,72,Male,Chicago,256.06,22-04-2020,Groceries,Not Purchased,,,,,,,,
2141,Chris Johnson,,Female,Houston,665.87,18-09-2022,Home Decor,Not Purchased,,,,,,,,
2148,Jane Smith,69,Male,Houston,766.42,20-03-2022,Home Decor,Not Purchased,,,,,,,,
2150,Jane Smith,28,Other,New York,222.84,24-08-2023,Fashion,Not Purchased,,,,,,,,
2151,John Doe,46,Male,Phoenix,332.39,09-12-2023,Home Decor,Purchased,,,,,,,,
2154,Chris Johnson,39,Other,Chicago,176.21,03-03-2020,Groceries,Not Purchased,,,,,,,,
2165,Chris Johnson,26,Male,Los Angeles,211.85,10-10-2022,Electronics,Not Purchased,,,,,,,,
2169,John Doe,20,Female,Chicago,82.71,19-10-2023,Home Decor,Not Purchased,,,,,,,,
2171,Alex Brown,65,Male,Houston,304.98,09-07-2021,Home Decor,Not Purchased,,,,,,,,
2177,Alex Brown,75,Male,New York,361.02,17-05-2022,Home Decor,Not Purchased,,,,,,,,
2184,Chris Johnson,39,Female,Phoenix,384.21,03-04-2022,Home Decor,Not Purchased,,,,,,,,
2191,Chris Johnson,34,Female,Los Angeles,542.87,04-04-2021,Fashion,Not Purchased,,,,,,,,
2196,Alex Brown,69,Male,Houston,700.17,01-03-2023,Groceries,Not Purchased,,,,,,,,
2202,Chris Johnson,51,Male,Chicago,889.23,29-03-2020,Automobile,Not Purchased,,,,,,,,
2205,Alex Brown,18,Male,Chicago,532.1,05-11-2020,Automobile,Not Purchased,,,,,,,,
2205,Alex Brown,52,Female,Houston,792.51,06-04-2021,Home Decor,Not Purchased,,,,,,,,
2214,Emily White,74,Male,New York,769.04,19-06-2022,Automobile,Not Purchased,,,,,,,,
2228,Alex Brown,49,Other,Los Angeles,891.9,08-08-2020,Groceries,Not Purchased,,,,,,,,
2230,Alex Brown,79,Male,Chicago,521.69,15-05-2022,Automobile,Not Purchased,,,,,,,,
2230,Emily White,24,Female,Houston,564.59,24-10-2023,Groceries,Not Purchased,,,,,,,,
2248,Emily White,73,Female,Phoenix,383.22,10-06-2022,Home Decor,Not Purchased,,,,,,,,
2252,Jane Smith,72,Female,Phoenix,793.17,09-04-2023,Electronics,Not Purchased,,,,,,,,
2256,Jane Smith,61,Female,Los Angeles,61.66,19-05-2020,Groceries,Not Purchased,,,,,,,,
2257,Jane Smith,29,Male,Houston,746.34,27-08-2023,Electronics,Not Purchased,,,,,,,,
2258,Chris Johnson,59,Other,New York,587.78,11-09-2023,Fashion,Not Purchased,,,,,,,,
2262,Alex Brown,65,Other,Houston,625.09,16-04-2020,Home Decor,Not Purchased,,,,,,,,
2266,Alex Brown,21,Male,Los Angeles,602.21,02-05-2021,Fashion,Not Purchased,,,,,,,,
2279,Emily White,23,Male,New York,697.66,01-11-2023,Automobile,Not Purchased,,,,,,,,
2283,Emily White,55,Female,New York,844.96,14-08-2020,Home Decor,Not Purchased,,,,,,,,
2289,Alex Brown,53,Male,New York,172.18,05-11-2020,Home Decor,Not Purchased,,,,,,,,
2296,Chris Johnson,63,Female,Phoenix,237.63,20-04-2020,Home Decor,Not Purchased,,,,,,,,
2300,John Doe,71,Female,New York,74.6,25-05-2020,Automobile,Not Purchased,,,,,,,,
2304,Alex Brown,33,Female,New York,831.15,27-08-2021,Home Decor,Not Purchased,,,,,,,,
2316,Jane Smith,36,Other,Houston,550.79,27-03-2021,Home Decor,Not Purchased,,,,,,,,
2316,Jane Smith,68,Female,Houston,860.32,09-09-2023,Home Decor,Not Purchased,,,,,,,,
2325,John Doe,76,Male,Chicago,110.91,03-05-2021,Electronics,Not Purchased,,,,,,,,
2333,Jane Smith,54,Female,New York,834.16,03-09-2022,Electronics,Not Purchased,,,,,,,,
2341,Emily White,25,Male,Houston,726.76,24-10-2023,Fashion,Not Purchased,,,,,,,,
2342,Alex Brown,41,Female,Los Angeles,673.03,05-09-2021,Electronics,Not Purchased,,,,,,,,
2353,Emily White,74,Female,Phoenix,428.78,25-02-2022,Electronics,Not Purchased,,,,,,,,
2356,Emily White,78,Female,Chicago,663.57,27-05-2021,Groceries,Not Purchased,,,,,,,,
2377,Jane Smith,42,Female,New York,988.77,04-11-2021,Automobile,Not Purchased,,,,,,,,
2381,Chris Johnson,-1,Male,Houston,593.31,25-10-2021,Electronics,Not Purchased,,,,,,,,
2382,Alex Brown,25,Male,New York,890.15,07-05-2022,Home Decor,Not Purchased,,,,,,,,
2386,Alex Brown,25,Other,Phoenix,516.21,18-09-2022,Home Decor,Not Purchased,,,,,,,,
2390,Emily White,40,Female,Phoenix,339.44,15-11-2021,Automobile,Not Purchased,,,,,,,,
2401,Jane Smith,34,Female,Chicago,70.53,02-01-2022,Automobile,Not Purchased,,,,,,,,
2409,Jane Smith,59,Other,Los Angeles,545.81,04-02-2021,Home Decor,Not Purchased,,,,,,,,
2422,Alex Brown,43,Male,Chicago,994.12,23-11-2023,Automobile,Not Purchased,,,,,,,,
2424,Jane Smith,19,Other,Phoenix,566.82,06-10-2022,Fashion,Not Purchased,,,,,,,,
2428,Emily White,69,Other,Los Angeles,773.02,16-02-2021,Automobile,Not Purchased,,,,,,,,
2442,John Doe,21,Male,Phoenix,471.97,16-04-2021,Electronics,Not Purchased,,,,,,,,
2447,Chris Johnson,50,Male,Los Angeles,95.64,08-08-2023,Misc,Not Purchased,,,,,,,,
2447,Chris Johnson,45,Other,New York,49.75,18-05-2021,Fashion,Not Purchased,,,,,,,,
2448,John Doe,79,Other,Houston,591.48,29-11-2020,Groceries,Not Purchased,,,,,,,,
2460,Jane Smith,74,Female,New York,617.92,17-09-2021,Electronics,Not Purchased,,,,,,,,
2461,Chris Johnson,47,Other,Houston,167.58,19-01-2023,Home Decor,Not Purchased,,,,,,,,
2474,Alex Brown,24,Other,Phoenix,728.14,16-11-2023,Home Decor,Not Purchased,,,,,,,,
2478,John Doe,33,Female,Los Angeles,539.62,25-05-2020,Fashion,Not Purchased,,,,,,,,
2481,Emily White,49,Other,Los Angeles,16.42,14-03-2020,Electronics,Not Purchased,,,,,,,,
2481,Emily White,19,Female,Houston,199.78,18-04-2022,Groceries,Not Purchased,,,,,,,,
2495,Emily White,50,Other,Los Angeles,996.03,18-10-2022,Automobile,Not Purchased,,,,,,,,
2500,Jane Smith,21,Other,Los Angeles,11.71,07-01-2020,Fashion,Not Purchased,,,,,,,,
2505,Emily White,48,Male,Houston,401.14,05-05-2023,Electronics,Not Purchased,,,,,,,,
2517,Emily White,66,Male,New York,398.21,29-05-2021,Groceries,Not Purchased,,,,,,,,
2517,Jane Smith,64,Other,Chicago,579.82,02-01-2022,Fashion,Not Purchased,,,,,,,,
2518,Chris Johnson,20,Male,Houston,586.12,16-12-2021,Misc,Not Purchased,,,,,,,,
2526,John Doe,21,Male,Los Angeles,335.07,31-08-2023,Electronics,Not Purchased,,,,,,,,
